the_geom,uid_merged,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,the_geom_webmercator,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,agencyjuris,datasource,dataname,dataurl,datadate,pgtable,facdomain
0101000020E61000004BB1A371A87252C0A7203F1BB95E4440,,47542,,NYSDOH: 5740,NYP/Queens Primary Care Center,182-19,Horace Harding Expressway,182-19 Horace Harding Expressway,Fresh Meadows,Queens,4,11365,40.740024,-73.791531,1042019.8214,208956.1609,4152743,4070660054,411,20,141700,QN48,0101000020110F00002A3CF8E9E8555FC160B0CEA37DF95241,Health Care,Hospitals and Clinics,Hospital Extension Clinic,,,,,,,,Non-public,"NYP Community Programs, Inc.",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000007E350708E67A52C05BB6D617096B4440,,138554,,,Morrisania D&Tc,1225,Gerard Avenue,1225 Gerard Avenue,Bronx,Bronx,2,10452,40.836215,-73.92029,1006306.7793,243943.151,2003015,2024890060,204,16,19700,BX63,0101000020110F0000EB9EB142E8635FC1201637564D075341,Health Care,Hospitals and Clinics,Ambulatory Health Facility,,,,,,,City Owned,Public,NYC Health and Hospitals Corporation,NYCHHC,NYCHHC: City,NYC Health and Hospitals Corporation,NYCHHC,NYCHHC,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,Health and Human Services
0101000020E61000005FB69DB6467B52C0C2BE9D44846D4440,,193852,,NYSDOH: 5560,George Washington High School,549,Audubon Avenue,549 Audubon Avenue,New York,Manhattan,1,10040,40.855599,-73.926191,1004667.9463,251003.8075,1076751,1021600018,112,10,27700,MN35,0101000020110F00003BD90E7C8C645FC1A2FBC074160A5341,Health Care,Hospitals and Clinics,School Based Hospital Extension Clinic,,,,,,,City Owned,Non-public,The New York and Presbyterian Hospital,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,NYCDOE,"NYCDCAS;NYSDOH","NYCDCAS: City Owned and Leased Properties;NYSDOH: Health Facility General Information","NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r","NYCDCAS: 2017-06-01;NYSDOH: 2018-03-22","dcas_facilities_colp;nysdoh_facilities_healthfacilities",Health and Human Services
0101000020E61000008CA03193A87E52C0BD546CCCEB4E4440,,5138,,NYSDOH: 9589,Brooklyn Surgery Center,6010,Bay Parkway,6010 Bay Parkway,Brooklyn,Brooklyn,3,11204,40.616571,-73.979039,990069.4278,163910.5641,3413866,3055220036,312,44,24600,BK88,0101000020110F0000F9D1DA3C4B6A5FC1A65AFE5ACBE75241,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center,,,,,,,,Non-public,"Brooklyn SC, LLC",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000006F2EFEB6277F52C04B74965984624440,,120293,,NYSDOH: 1466,Mount Sinai West,1000,10 Avenue,1000 10 Avenue,New York,Manhattan,1,10019,40.769664,-73.986799,987906.4661,219686.3979,1082718,1010680001,104,3,14500,MN14,0101000020110F00008E119132236B5FC10AE7AA92BEFD5241,Health Care,Hospitals and Clinics,Hospital,,,,,,,,Non-public,"Mount Sinai Hospitals Group, Inc.",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000008E942D92767952C0BAA29410AC684440,,83555,,NYSDOH: 9285,Banana Kelly High School,965,Longwood Avenue,965 Longwood Avenue,Bronx,Bronx,2,10459,40.817751,-73.897862,1012520.9064,237222.3922,2005616,2027100001,202,17,8700,BX33,0101000020110F00007459961778615FC1D9FCDE41A6045341,Health Care,Hospitals and Clinics,School Based Diagnostic and Treatment Center Extension Clinic,,,,,,,City Owned,Non-public,Morris Heights Health Center Inc,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,"NYCDOE;NYCDOITT","NYCDCAS;NYSDOH","NYCDCAS: City Owned and Leased Properties;NYSDOH: Health Facility General Information","NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r","NYCDCAS: 2017-06-01;NYSDOH: 2018-03-22","dcas_facilities_colp;nysdoh_facilities_healthfacilities",Health and Human Services
0101000020E610000031D28BDAFD7952C0DA58897956704440,,124500,,NYSDOH: 5795,The Marble Hill Family Practice Center,5525,Broadway,5525 Broadway,Bronx,Bronx,2,10463,40.877639,-73.906119,1010211.9528,259039.3583,2083136,2057000095,208,11,28900,BX29,0101000020110F00006E4A26E25D625FC19ABE698A410D5341,Health Care,Hospitals and Clinics,Hospital Extension Clinic,,,,,,,,Non-public,"Montefiore Health System, Inc",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E610000019AE0E80B87D52C0AE2EA704C45A4440,,169476,,NYSDOH: 6322,"ODA Primary Health Network, Inc.",432,Bedford Avenue,432 Bedford Avenue,Brooklyn,Brooklyn,3,11249,40.709107,-73.964386,994123.6296,197625.3448,3059593,3021370026,301,33,54700,BK73,0101000020110F0000DFAC5372B3685FC1BE56F94E0EF55241,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,"ODA Primary Health Care Network, Inc.",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000DBC01DA8537952C0A3586E6935604440,,77727,,NYSDOH: 1662,FMS-Queens Artifical Kidney Center,34-35,70 Street,34-35 70 Street,Jackson Heights,Queens,4,11372,40.75163,-73.895731,1013139.3886,213132.8609,4028823,4012570052,403,25,29100,QN28,0101000020110F000087CE63C93C615FC122B179F827FB5241,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,New York Dialysis Services Inc,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E610000003EFE4D3637852C0D4B7CCE9B2704440,,105080,,NYSDOH: 5707,Dental Center at North Central Bronx Hospital,3424,Kossuth Avenue,3424 Kossuth Avenue,Bronx,Bronx,2,10467,40.88046,-73.881093,1017131.4419,260075.4474,2017787,2033270200,207,11,42100,BX43,0101000020110F0000348ABA69A55F5FC17B8BE45FA90D5341,Health Care,Hospitals and Clinics,Hospital Extension Clinic,,,,,,,City Owned,Non-public,"Montefiore Health System, Inc",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,"NYCHHC;NYCHRA/DSS","NYCDCAS;NYSDOH","NYCDCAS: City Owned and Leased Properties;NYSDOH: Health Facility General Information","NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r","NYCDCAS: 2017-06-01;NYSDOH: 2018-03-22","dcas_facilities_colp;nysdoh_facilities_healthfacilities",Health and Human Services
0101000020E6100000F19C2D20B47C52C07E3672DD944E4440,,72872,,NYSDOH: 1293,"New York Community Hospital of Brooklyn, Inc",2525,Kings Highway,2525 Kings Highway,Brooklyn,Brooklyn,3,11229,40.613918,-73.948494,998550.0072,162947.6015,3182231,3067720004,314,48,64200,BK44,0101000020110F000081CD9B2CF9665FC14E0480176AE75241,Health Care,Hospitals and Clinics,Hospital,,,,,,,,Non-public,"New York Community Hospital of Brooklyn,Inc",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000895E46B1DC7C52C029266F8099654440,,131234,,NYSDOH: 9395,Central Park Dialysis Center,1249,5 Avenue,1249 5 Avenue,New York,Manhattan,1,10029,40.793747,-73.95097,997826.0689,228464.2408,1051513,1016110001,111,8,16800,MN33,0101000020110F00006F8ABD143E675FC185A204B533015341,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,Ridgewood Dialysis Center Inc,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000183E22A6447A52C06D205D6C5A6D4440,,62866,,NYSDOH: 4133,Morris Heights Counseling Center,70,West Burnside Avenue,70 West Burnside Avenue,Bronx,Bronx,2,10453,40.854322,-73.91044,1009025.8638,250542.6459,2008556,2028680139,205,14,24300,BX36,0101000020110F00009F07E322D6625FC11BA45278E7095341,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,Morris Heights Health Center Inc,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000F4FBFECD8B7852C088687407B16B4440,,97680,,NYSDOH: 7675,East Tremont Medical Center,930,East Tremont Avenue,930 East Tremont Avenue,Bronx,Bronx,2,10460,40.84134,-73.883533,1016475.6673,245821.7227,2115438,2029920048,206,17,35900,BX17,0101000020110F0000D95E6151E95F5FC120AA47DC09085341,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,"Uptown Health Care Management, Inc",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E610000047E5266A697852C01EDC9DB5DB564440,,101383,,NYSDOH: 7581,Medisys Family Care - East New York,3080,Atlantic Avenue,3080 Atlantic Avenue,Brooklyn,Brooklyn,3,11208,40.67858,-73.881434,1017136.7364,186523.8139,3327125,3039730024,305,37,116800,BK82,0101000020110F0000104D2AE7AE5F5FC1992FD3D0ADF05241,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,Jamaica Hospital Medical Center D & TC Corp,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000F01989D0087C52C0048E041A6C664440,,134850,,NYSDOH: 2910,START Treatment & Recovery Centers,2195,3 Avenue,2195 3 Avenue,New York,Manhattan,1,10035,40.800174,-73.938038,1001404.9691,230807.872,1054565,1017840047,111,8,19400,MN34,0101000020110F000032F0622FD6655FC1D56ADCF91F025341,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,"START Treatment & Recovery Centers, Inc.",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000000473F4F8BD7E52C0221B48179B5E4440,,3299,,NYSDOH: 2679,Beth Israel Med Center 2-C,435,2 Avenue,435 2 Avenue,New York,Manhattan,1,10010,40.739108,-73.980345,989696.8726,208554.2361,1019793,1009050032,106,2,6600,MN20,0101000020110F0000DC1162956F6A5FC1D171B9FE5BF95241,Health Care,Hospitals and Clinics,Hospital Extension Clinic,,,,,,,,Non-public,"Mount Sinai Hospitals Group, Inc.",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000004F0306499F7452C0081EDFDE35604440,,193602,,NYSDOH: 9827,Charles B Wang Community Health Center Inc,137-43,45 Avenue,137-43 45 Avenue,Flushing,Queens,4,11355,40.751644,-73.822222,1033506.2536,213170.6679,4540422,4051450086,407,20,84500,QN22,0101000020110F00004F99620A3F595FC125E8237C28FB5241,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,Chinatown Action for Progress Inc,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000C4245CC8237A52C06893C3279D564440,,84960,,NYSDOH: 6238,MIC Womens Health Srv-Eastern Parkway,1873,Eastern Parkway,1873 Eastern Parkway,Brooklyn,Brooklyn,3,11233,40.676671,-73.908434,1009648.4031,185819.2659,3330862,3015700031,316,37,36900,BK79,0101000020110F0000E3CD3E4F9E625FC1536C52C367F05241,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,Public Health Solutions,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000A1DAE044F47E52C09566F3380C5E4440,,137293,,NYSDOH: 6230,NYU Langone Rutherford,305,2 Avenue,305 2 Avenue,New York,Manhattan,1,10003,40.734748,-73.983659,988778.5853,206965.5006,1069344,1008987501,106,2,4800,MN21,0101000020110F00000C43CDCFCB6A5FC15A5D94DBBBF85241,Health Care,Hospitals and Clinics,Hospital Extension Clinic,,,,,,,,Non-public,NYU Langone Hospitals,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000D65757056A7D52C0B6D782DE1B554440,,90895,,NYSDOH: 9979,PS 352/375,46,Mc Keever Place,46 Mc Keever Place,Brooklyn,Brooklyn,3,11225,40.664913,-73.959596,995459.1711,181524.6199,3034356,3013010001,309,35,32500,BK63,0101000020110F0000454839242E685FC1728BCA55B8EE5241,Health Care,Hospitals and Clinics,School Based Hospital Extension Clinic,,,,,,,City Owned,Non-public,NYU Langone Hospitals,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,"NYCDOE;NYCDPR","NYCDCAS;NYSDOH","NYCDCAS: City Owned and Leased Properties;NYSDOH: Health Facility General Information","NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r","NYCDCAS: 2017-06-01;NYSDOH: 2018-03-22","dcas_facilities_colp;nysdoh_facilities_healthfacilities",Health and Human Services
0101000020E6100000615111A7937352C0C748F60835594440,,83984,,NYSDOH: 9852,Community Healthcare Network,97-04,Sutphin Boulevard,97-04 Sutphin Boulevard,Jamaica,Queens,4,11435,40.696931,-73.805887,1038076.1746,193246.8927,4214585,4100300006,412,28,20800,QN61,0101000020110F0000F864897078575FC1D634C1534FF35241,Health Care,Hospitals and Clinics,Mobile Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,Community Healthcare Network,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000006F2F698CD67A52C04339D1AE42684440,,138376,,NYSDOH: 1207,Narco Freedom Inc,479,Willis Avenue,479 Willis Avenue,Bronx,Bronx,2,10455,40.814535,-73.919345,1006575.7735,236044.5679,2092119,2023070046,201,8,4300,BX39,0101000020110F00009E4D17F6CD635FC173122CFF2F045341,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center,,,,,,,,Non-public,Narco Freedom Inc,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000000ABE69FAEC7A52C033DDEBA4BE544440,,103351,,NYSDOH: 9028,CenterLight Healthcare,205,Rockaway Parkway,205 Rockaway Parkway,Brooklyn,Brooklyn,3,11212,40.662068,-73.920714,1006247.0473,180495.5759,3394558,3046330050,317,41,89200,BK81,0101000020110F0000FBA3750FF4635FC1DE74FEF44FEE5241,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,CenterLight Healthcare Diagnostic and Treatment Center,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000CF85915ED47E52C051853FC39B554440,,169368,,NYSDOH: 7862,"NY-Presbyterian Brooklyn Methodist Hospital, Rehab Center and Women & Children's Clinics",263,7th Avenue,263 7th Avenue,Brooklyn,Brooklyn,3,11215,40.668816,-73.981712,989323.2837,182944.6321,,3009950063,306,39,15300,BK37,0101000020110F0000A7B080A0956A5FC15FDB628947EF5241,Health Care,Hospitals and Clinics,Hospital Extension Clinic,,,,,,,,Non-public,"NYP Community Programs, Inc.",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000B5A338471D7F52C0E82E89B322564440,,76423,,NYSDOH: 9768,NY-Presbyterian Brooklyn Methodist Hospital Infusion Services,343,4 Avenue,343 4 Avenue,Brooklyn,Brooklyn,3,11215,40.672934,-73.986162,988088.4415,184444.6779,3393449,3009817501,306,39,13500,BK37,0101000020110F00002D2E4B78116B5FC18F4CBBA2DEEF5241,Health Care,Hospitals and Clinics,Hospital Extension Clinic,,,,,,,,Non-public,"NYP Community Programs, Inc.",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000D4F20357797F52C0E4D6A4DB125F4440,,103429,,NYSDOH: 7874,Mid Manhattan Surgi-Center,61,West   23 Street,61 West   23 Street,New York,Manhattan,1,10010,40.742763,-73.991781,986527.521,209885.3505,1015578,1008250009,105,3,5800,MN13,0101000020110F0000FA4C90D8AD6B5FC1F637233FE2F95241,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center,,,,,,,,Non-public,Mid Manhattan Surgi-Center Inc,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000000F63D2DF4B7C52C003249A40114D4440,,167518,,NYSDOH: 6867,Premier Healthcare-Nostrand Ave,3363,Nostrand Avenue,3363 Nostrand Avenue,Brooklyn,Brooklyn,3,11229,40.602089,-73.942131,1000319.5287,158638.9646,,,315,46,56600,BK44,0101000020110F00004CEEBF1748665FC150E18277B8E55241,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,"Premier Healthcare, Inc",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000008272DBBE477052C06682E15CC34C4440,,170892,,NYSDOH: 9837,St. John's Episcopal Hospital Ambulatory Care Center,495,Beach 20th Street,495 Beach 20th Street,Far Rockaway,Queens,4,11691,40.599712,-73.754379,1052458.3558,157863.2821,,4157670048,414,31,99801,QN15,0101000020110F0000CFDC7FFADE515FC15DC82D5761E55241,Health Care,Hospitals and Clinics,Hospital Extension Clinic,,,,,,,,Non-public,Episcopal Health Services Inc,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E610000024D40CA9A27A52C0109546CCEC6B4440,,107637,,NYSDOH: 9571,New Settlement School,1501,Jerome Avenue,1501 Jerome Avenue,Bronx,Bronx,2,10452,40.843164,-73.916178,1007442.2313,246475.7635,2008336,2028590077,204,14,20900,BX63,0101000020110F0000E650F7D275635FC11953C4F54C085341,Health Care,Hospitals and Clinics,School Based Hospital Extension Clinic,,,,,,,,Non-public,"Montefiore Health System, Inc",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E6100000158BDF14567552C0E1F08288D4564440,,92434,,NYSDOH: 9688,Joseph P Addabbo Family Health Center,105-34,Rockaway Boulevard,105-34 Rockaway Boulevard,Ozone Park,Queens,4,11417,40.678361,-73.833379,1030465.8457,186465.7298,4247760,4114800061,410,32,86400,QN55,0101000020110F0000444CD889755A5FC169CF78C7A5F05241,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,Joseph P Addabbo Family Health Center Inc,Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000009413ED2AA47B52C0D7187442E8624440,,156126,,NYSDOH: 10017,Reality House Clinic,8-13,Astoria Boulevard,8-13 Astoria Boulevard,Astoria,Queens,4,11102,40.772713,-73.931895,1003113.4775,220804.2196,4541906,4005090025,401,22,8300,QN71,0101000020110F0000C9F1E7392B655FC17191D69D2EFE5241,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center Extension Clinic,,,,,,,,Non-public,The Floating Hospital (Incorporated),Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000005646239F577952C0205D6C5A296E4440,,137318,,NYSDOH: 6129,Union Community Health Center,260,East  188 Street,260 East  188 Street,Bronx,Bronx,2,10458,40.860637,-73.895973,1013025.2291,252847.9764,2013469,2031470050,205,15,39902,BX05,0101000020110F00009F92818543615FC1F6C263D5CF0A5341,Health Care,Hospitals and Clinics,Diagnostic and Treatment Center,,,,,,,,Non-public,"Union Community Health Center, Inc.",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,,NYSDOH,NYSDOH: Health Facility General Information,NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r,NYSDOH: 2018-03-22,nysdoh_facilities_healthfacilities,Health and Human Services
0101000020E61000009624CFF57D7952C075CAA31B61694440,,95564,,NYSDOH: 4688,Bronx Regional High School,1010,Rev James Polite Avenue,1010 Rev James Polite Avenue,Bronx,Bronx,2,10459,40.823276,-73.898313,1012393.7055,239235.0927,2005366,2026980012,202,17,12901,BX33,0101000020110F0000B98CB6A484615FC16CF9667071055341,Health Care,Hospitals and Clinics,School Based Hospital Extension Clinic,,,,,,,City Owned,Non-public,"Montefiore Health System, Inc",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,"NYCDOE;NYCDPR","NYCDCAS;NYSDOH","NYCDCAS: City Owned and Leased Properties;NYSDOH: Health Facility General Information","NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r","NYCDCAS: 2017-06-01;NYSDOH: 2018-03-22","dcas_facilities_colp;nysdoh_facilities_healthfacilities",Health and Human Services
0101000020E61000005DC136E2C97652C0DD28B2D650684440,,129601,,NYSDOH: 10155,X 174,456,White Plains Road,456 White Plains Road,Bronx,Bronx,2,10473,40.814967,-73.856072,1024089.7475,236224.3367,2020580,2034780018,209,18,400,BX09,0101000020110F0000E614EE14ED5C5FC16161D6E13F045341,Health Care,Hospitals and Clinics,School Based Hospital Extension Clinic,,,,,,,City Owned,Non-public,"Montefiore Health System, Inc",Non-public,NYSDOH: State,NYS Department of Health,NYSDOH,NYCDOE,"NYCDCAS;NYSDOH","NYCDCAS: City Owned and Leased Properties;NYSDOH: Health Facility General Information","NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYSDOH: https://health.data.ny.gov/Health/Health-Facility-General-Information/vn5v-hh5r","NYCDCAS: 2017-06-01;NYSDOH: 2018-03-22","dcas_facilities_colp;nysdoh_facilities_healthfacilities",Health and Human Services
